Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,image_resp_p1.stopped,p1_resp_stim.stopped,textTimeOut.started,textTimeOut.stopped,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation_2.started,cross_2.started,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,cross_2.stopped,end.started,endscreen.started,key_resp_end.started,end.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
necklace,0,100,100,103,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1228228000109084,0.12299320002784953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
rooster,0,101,101,131,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12309980002464727,0.1232466000074055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
frog,0,102,102,58,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12335140001960099,0.12348030001157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
peacock,0,103,103,112,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1235791000071913,0.123706200014567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lips,0,104,104,94,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12380040000425652,0.12395360000664368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
mitten,0,105,105,97,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12404890000470914,0.12417640001513064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
flower,0,106,106,56,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1242750000092201,0.12439440001617186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
purse,0,107,107,125,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12449000001652166,0.12461610001628287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
kettle,0,108,108,81,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12471090001054108,0.12485140000353567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
bread,0,109,109,20,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12504120002267882,0.12519640001119114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
grapes,0,110,110,66,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12535630000638776,0.12550650001503527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
peach,0,111,111,111,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12561300001107156,0.12574560000211932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
truck,0,112,112,164,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1258502000127919,0.126042400021106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pencil,0,113,113,115,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12623530000564642,0.1263840000028722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
onion,0,114,114,104,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.126514200004749,0.12664550001500174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
fish,0,115,115,54,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12681360001442954,0.12697040001512505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pot,0,116,116,123,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12709200000972487,0.12724240001989529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
bed,0,117,117,13,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1273541000264231,0.12747680000029504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
bear,0,118,118,12,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12757580002653413,0.12768250002409332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
drum,0,119,119,46,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12778030001209117,0.12788360001286492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
dresser,0,120,120,45,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12797880001016892,0.128097600012552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
mushroom,0,121,121,101,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12819100002525374,0.12830310000572354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
hair,0,122,122,69,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12839970001368783,0.12849940001615323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
hand,0,123,123,71,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12860830000136048,0.12871080002514645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
barrel,0,124,124,10,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12880330000189133,0.12892300001112744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
sheep,0,125,125,139,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12901370000327006,0.12911230002646334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
butterfly,0,126,126,21,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1292070000199601,0.1293026000203099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
moon,0,127,127,99,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12940120001439936,0.1295008000161033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
fence,0,128,128,53,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12959419999970123,0.12968980000005104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pipe,0,129,129,120,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12978050002129748,0.12989350000862032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
ladder,0,130,130,85,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12998399999924004,0.13008210001862608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
church,0,131,131,32,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13017020002007484,0.1303259000123944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
leg,0,132,132,88,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1305321000108961,0.13072960000135936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
salt,0,133,133,133,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1309620000247378,0.1311310000019148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
kangaroo,0,134,134,80,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13132680000853725,0.13148650000221096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
balloon,0,135,135,8,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13172680002753623,0.13188550001359545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
rabbit,0,136,136,126,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13207550000515766,0.13221680000424385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
seahorse,0,137,137,137,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1324056000157725,0.13255780001054518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
camel,0,138,138,24,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1327414000115823,0.13288119999924675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
cigarette,0,139,139,33,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13303610001457855,0.13316220001433976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
fox,0,140,140,57,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13331900001503527,0.13343740001437254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
wheel,0,141,141,173,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1335564000182785,0.13365910001448356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
windmill,0,142,142,175,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13375590002397075,0.13384819999919273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
gun,0,143,143,68,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13394240001798607,0.13403320001089014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
penguin,0,144,144,116,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1341551000077743,0.13430660002632067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
envelope,0,145,145,50,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13440050001372583,0.1345263000112027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lobster,0,146,146,95,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1346907000115607,0.13483130000531673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
ring,0,147,147,129,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13495160001912154,0.1350444000272546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
book,0,148,148,17,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13513629999943078,0.1353042000264395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
nail,0,149,149,102,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1354425000026822,0.13561090000439435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
snake,0,150,150,154,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13572270001168363,0.13592510001035407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pumpkin,0,151,151,128,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13605300002382137,0.1361765000037849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
garbagecan,0,152,152,60,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1363005000166595,0.13643570002750494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
babycarriage,0,153,153,7,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13655530000687577,0.13667980002355762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lightswitch,0,154,154,92,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13679550000233576,0.13690150002366863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
dog,0,155,155,42,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13700130002689548,0.13711060001514852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
fence,0,156,156,52,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13720360002480447,0.13730160001432523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
anchor,0,157,157,3,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1373942000209354,0.13752330001443624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
trafficlight,0,158,158,162,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1376470000250265,0.13776790001429617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
apple,0,159,159,4,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13790850000805221,0.13801340002100915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
